section_name,item_no,result_json
table grants,13,"{""table"":""participants"",""schema"":""public"",""grantee"":""postgres"",""grantor"":""postgres"",""is_grantable"":""YES"",""privilege_type"":""TRIGGER""}"
table grants,14,"{""table"":""participants"",""schema"":""public"",""grantee"":""postgres"",""grantor"":""postgres"",""is_grantable"":""YES"",""privilege_type"":""TRUNCATE""}"
table grants,15,"{""table"":""participants"",""schema"":""public"",""grantee"":""postgres"",""grantor"":""postgres"",""is_grantable"":""YES"",""privilege_type"":""UPDATE""}"
table grants,16,"{""table"":""participants"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""DELETE""}"
table grants,17,"{""table"":""participants"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""INSERT""}"
table grants,18,"{""table"":""participants"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""REFERENCES""}"
table grants,19,"{""table"":""participants"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""SELECT""}"
table grants,20,"{""table"":""participants"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""TRIGGER""}"
table grants,21,"{""table"":""participants"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""TRUNCATE""}"
table grants,22,"{""table"":""participants"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""UPDATE""}"
table grants,23,"{""table"":""rooms"",""schema"":""public"",""grantee"":""anon"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""DELETE""}"
table grants,24,"{""table"":""rooms"",""schema"":""public"",""grantee"":""anon"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""INSERT""}"
table grants,25,"{""table"":""rooms"",""schema"":""public"",""grantee"":""anon"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""SELECT""}"
table grants,26,"{""table"":""rooms"",""schema"":""public"",""grantee"":""anon"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""UPDATE""}"
table grants,27,"{""table"":""rooms"",""schema"":""public"",""grantee"":""authenticated"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""DELETE""}"
table grants,28,"{""table"":""rooms"",""schema"":""public"",""grantee"":""authenticated"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""INSERT""}"
table grants,29,"{""table"":""rooms"",""schema"":""public"",""grantee"":""authenticated"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""SELECT""}"
table grants,30,"{""table"":""rooms"",""schema"":""public"",""grantee"":""authenticated"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""UPDATE""}"
table grants,31,"{""table"":""rooms"",""schema"":""public"",""grantee"":""postgres"",""grantor"":""postgres"",""is_grantable"":""YES"",""privilege_type"":""DELETE""}"
table grants,32,"{""table"":""rooms"",""schema"":""public"",""grantee"":""postgres"",""grantor"":""postgres"",""is_grantable"":""YES"",""privilege_type"":""INSERT""}"
table grants,33,"{""table"":""rooms"",""schema"":""public"",""grantee"":""postgres"",""grantor"":""postgres"",""is_grantable"":""YES"",""privilege_type"":""REFERENCES""}"
table grants,34,"{""table"":""rooms"",""schema"":""public"",""grantee"":""postgres"",""grantor"":""postgres"",""is_grantable"":""YES"",""privilege_type"":""SELECT""}"
table grants,35,"{""table"":""rooms"",""schema"":""public"",""grantee"":""postgres"",""grantor"":""postgres"",""is_grantable"":""YES"",""privilege_type"":""TRIGGER""}"
table grants,36,"{""table"":""rooms"",""schema"":""public"",""grantee"":""postgres"",""grantor"":""postgres"",""is_grantable"":""YES"",""privilege_type"":""TRUNCATE""}"
table grants,37,"{""table"":""rooms"",""schema"":""public"",""grantee"":""postgres"",""grantor"":""postgres"",""is_grantable"":""YES"",""privilege_type"":""UPDATE""}"
table grants,38,"{""table"":""rooms"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""DELETE""}"
table grants,39,"{""table"":""rooms"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""INSERT""}"
table grants,40,"{""table"":""rooms"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""REFERENCES""}"
table grants,41,"{""table"":""rooms"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""SELECT""}"
table grants,42,"{""table"":""rooms"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""TRIGGER""}"
table grants,43,"{""table"":""rooms"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""TRUNCATE""}"
table grants,44,"{""table"":""rooms"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""UPDATE""}"
table row security state,1,"{""table"":""participants"",""schema"":""public"",""relkind"":""r"",""table_owner"":""postgres"",""row_security_forced"":false,""row_security_enabled"":true}"
table row security state,2,"{""table"":""rooms"",""schema"":""public"",""relkind"":""r"",""table_owner"":""postgres"",""row_security_forced"":false,""row_security_enabled"":true}"
